"Attribute","meanImp","medianImp","minImp","maxImp","normHits","decision","year","rank"
"Average.Opponent.Total.Strikes.Landed",0.0940966107694914,0.501493644269637,-1.62981001553311,1.14549338529032,0,"Rejected",2009,11
"Average.Significant.Strikes.Landed",0.0336144869646435,-0.101574464073557,-1.40579960645802,1.90975143307497,0,"Rejected",2009,12
"Average.Body.Strikes.Attempted",0.0269752037170101,-0.233158358528032,-0.83185273194855,1.80272550984725,0,"Rejected",2009,13
"Average.Ground.Strikes.Landed",-0.00296883540484704,0.151977133159976,-2.11690968816705,0.985032110619769,0,"Rejected",2009,14
"Average.Opponent.Reversals",-0.0185567848927507,-0.377582413452221,-1.06067684807161,1.70870023516037,0,"Rejected",2009,15
"Average.Opponent.Passes.of.Guard",-0.10362229714081,-0.231565503957198,-1.36008413390759,1.59452460104677,0,"Rejected",2009,16
"Average.Opponent.Take.Down.Percentage",-0.160243343709083,-0.0289003451402631,-1.39646869589835,1.1369653079453,0,"Rejected",2009,17
"Average.Head.Strikes.Landed",-0.173241066414747,-0.276497016075838,-1.77092824081703,1.01712408102122,0,"Rejected",2009,18
"Average.Opponent.Leg.Strikes.Landed",-0.236779479112166,-0.101197440814344,-1.90886501328487,1.07148299924002,0,"Rejected",2009,19
"Average.Leg.Strikes.Attempted",-0.250618648939002,-0.203142503541747,-1.72314447849286,1.42255022558946,0,"Rejected",2009,20
"Average.Clinch.Attempts",-0.268719236556851,-0.322342955874011,-2.43462879540955,1.78787893461292,0,"Rejected",2009,21
"Average.Body.Strikes.Landed",-0.303343000660668,-0.305400588250037,-1.84681273088265,1.22859358162884,0,"Rejected",2009,22
"Average.Clinches.Landed",-0.306723225651751,-0.412191533313985,-2.15690414887516,1.58921478395329,0,"Rejected",2009,23
"Average.Opponent.Clinch.Attempts",-0.316777872937503,-0.656070655793949,-1.49166321969402,1.12773546811276,0,"Rejected",2009,24
"Average.Opponent.Take.Downs.Landed",-0.317444570527682,-0.222791512989147,-2.50451591801746,0.995691493098759,0,"Rejected",2009,25
"Average.Opponent.Leg.Strikes.Attempted",-0.321023054691797,-0.211015939966918,-1.5122762504913,1.14576846111266,0,"Rejected",2009,26
"Average.Opponent.Submissions.Attempted",-0.369145310250527,-0.516214939298555,-3.4013911307573,2.69992285295226,0.0555555555555556,"Rejected",2009,27
"Average.Passes.of.Guard",-0.399282947686203,-0.0769895854595068,-2.59776849065196,2.14035759162444,0,"Rejected",2009,28
"Average.Opponent.Body.Strikes.Attempted",-0.427555715085586,-0.324120252263089,-1.68009253634706,1.00720286488572,0,"Rejected",2009,29
"Average.Strike.Attempts.from.Distance",-0.435500743209798,-0.17883344782945,-2.40968081281123,0.819883275852409,0,"Rejected",2009,30
"Average.Kockdowns",-0.570767565507754,-0.836560031103062,-1.58497135692541,1.40034382225646,0,"Rejected",2009,31
"Average.Take.Downs.Attempted",-0.616958302696291,-0.189817304404436,-3.02196389061825,0.710546867676294,0,"Rejected",2009,32
"Average.Opponent.Significant.Strikes.Attempted",-0.652596946343928,-0.350114809594198,-2.16383596723961,0.661626816404334,0,"Rejected",2009,33
"Average.Leg.Strikes.Landed",-0.671261902841869,-0.394302063845471,-3.67203051630869,0.91375213789297,0,"Rejected",2009,34
"Average.Opponent.Ground.Strikes.Attempted",-0.707334063949791,-1.10535957712079,-2.30696888579283,1.39348282845591,0,"Rejected",2009,35
"Average.Submissions.Attempted",-0.724275844210026,-0.88937460488831,-1.80538927716658,1.94761574093205,0,"Rejected",2009,36
"Average.Strikes.Landed.from.Distance",-0.729696919106213,-0.428673597143676,-2.77330669004573,0.501660872101082,0,"Rejected",2009,37
"Average.Significant.Strike.Percentage",-0.771270242317353,-0.963245214671292,-2.01454082626358,0.580380813159358,0,"Rejected",2009,38
"Average.Opponent.Strike.Attempts.from.Distance",-0.806845263415367,-0.820441023200074,-2.64291587766482,1.36097489278339,0,"Rejected",2009,39
"Average.Reversals",-0.858370573086236,-0.772833823524454,-1.93121105321491,-0.0610268396991177,0,"Rejected",2009,40
"Average.Opponent.Ground.Strikes.Landed",-0.859046176221919,-1.00427909145173,-1.79524080089274,1.34429164687659,0,"Rejected",2009,41
"Average.Opponent.Strikes.Landed.from.Distance",-0.889899418150355,-0.783741667465366,-1.95104486818761,-0.0114353773044488,0,"Rejected",2009,42
"Average.Total.Strikes.Attempted",-0.952433193639597,-1.23356493492727,-2.73582820572493,1.85375480575407,0,"Rejected",2009,43
"Average.Head.Strikes.Attempted",-1.11989231196785,-1.23707434902188,-2.72011819885836,0.119658552802742,0,"Rejected",2009,44
"Average.Total.Strikes.Landed",-1.12895743778194,-0.820996468484086,-3.36299196750177,0.591736518802854,0,"Rejected",2009,45
"Average.Significant.Strikes.Attempted",-1.20236717450806,-1.1522268176484,-3.11755499462411,1.23502226944069,0,"Rejected",2009,46
"Average.Opponent.Body.Strikes.Landed",-1.33311041642313,-1.33548352304335,-3.2925596705697,-0.164975048201089,0,"Rejected",2009,47
"Average.Opponent.Take.Downs.Attempted",-1.71242537349921,-1.76232035900538,-3.4468827557849,-0.248733318240328,0,"Rejected",2009,48
"Average.Passes.of.Guard",4.86866632422094,4.94251565298893,1.07826530738692,9.2756641933366,0.838383838383838,"Confirmed",2010,1
"Average.Opponent.Ground.Strikes.Landed",4.24978688844059,4.17189431092598,0.377135167912243,7.76982571590901,0.686868686868687,"Confirmed",2010,2
"Average.Head.Strikes.Attempted",3.16343639353383,3.26136376705985,0.379646064482846,6.88338203892542,0.545454545454545,"Tentative",2010,3
"Average.Take.Downs.Attempted",3.12825181542123,3.07531403862751,0.204292945357887,7.71465137280039,0.585858585858586,"Tentative",2010,4
"Average.Take.Downs.Landed",3.00252346380173,3.12823899717224,-0.514092229132001,6.88755530641526,0.484848484848485,"Tentative",2010,5
"Average.Opponent.Significant.Strike.Percentage",2.80526746645526,2.68037604877948,-0.15575576289778,8.05716387394048,0.474747474747475,"Tentative",2010,6
"Average.Significant.Strikes.Attempted",1.86192304571003,2.07900092383839,-0.502418914379153,4.20043277847025,0.212121212121212,"Rejected",2010,7
"Average.Total.Strikes.Attempted",1.79807672230113,2.03907720663286,-1.3455110199545,3.17062849110726,0.0202020202020202,"Rejected",2010,8
"Average.Opponent.Ground.Strikes.Attempted",1.53877147019006,1.56740789970983,0.0156632024460189,2.60887315958753,0,"Rejected",2010,9
"Average.Opponent.Passes.of.Guard",1.35986764835539,1.23282228491587,-0.853657390055686,2.90592468895004,0.0101010101010101,"Rejected",2010,10
"Average.Ground.Strikes.Attempted",1.15930021451609,1.23911868805949,-0.135889220510718,2.51622387341198,0.0202020202020202,"Rejected",2010,11
"Average.Opponent.Total.Strikes.Landed",1.14364250176788,1.13536877071861,-1.52672932650593,2.76722169941865,0,"Rejected",2010,12
"Average.Leg.Strikes.Attempted",1.14217960896566,1.01202977716516,-0.698855095038128,2.95859645847732,0.0202020202020202,"Rejected",2010,13
"Average.Opponent.Kockdowns",1.10091583124659,1.08018239990328,-1.00743598923991,2.9955950632054,0.141414141414141,"Rejected",2010,14
"Average.Opponent.Head.Strikes.Landed",0.776389641676428,0.799648047870078,-0.437791848659395,2.70912354024769,0,"Rejected",2010,15
"Average.Kockdowns",0.545234673170033,0.564539529350378,-0.850539225602527,1.47922206705648,0,"Rejected",2010,16
"Average.Head.Strikes.Landed",0.520269835108308,0.284703952375125,-1.95804796568337,2.81824367374772,0.0202020202020202,"Rejected",2010,17
"Average.Total.Strikes.Landed",0.519108008326575,0.502723978946994,-2.23899471614744,2.69412251106914,0.0202020202020202,"Rejected",2010,18
"Average.Opponent.Strike.Attempts.from.Distance",0.437048362648735,0.551090973965217,-1.8070694408107,2.00278204594985,0,"Rejected",2010,19
"Average.Opponent.Significant.Strikes.Attempted",0.402262123099218,0.436497895440056,-1.86791071266648,1.5642472417946,0,"Rejected",2010,20
"Average.Significant.Strike.Percentage",0.33591047501201,0.477476622879962,-0.781785553272276,1.14980177789757,0,"Rejected",2010,21
"Average.Opponent.Leg.Strikes.Attempted",0.312207274603573,0.312524919731984,-1.3333973066184,2.38473107141954,0.0101010101010101,"Rejected",2010,22
"Average.Leg.Strikes.Landed",0.240773915206597,0.138422292246135,-0.333584984108898,1.31081035926054,0,"Rejected",2010,23
"Average.Opponent.Take.Downs.Attempted",0.201544252437133,0.455337449757748,-1.96429400653194,2.07764116118264,0,"Rejected",2010,24
"Average.Opponent.Leg.Strikes.Landed",0.192471234653325,-0.00994824990701412,-0.985513736342817,1.43786225755733,0,"Rejected",2010,25
"Average.Opponent.Take.Down.Percentage",0.182890615958432,-0.174273021380619,-1.80553117861189,2.99593225899671,0.0101010101010101,"Rejected",2010,26
"Average.Opponent.Head.Strikes.Attempted",0.155752465334728,0.120280235448896,-1.90036805198596,2.69904157708626,0.0101010101010101,"Rejected",2010,27
"Average.Opponent.Reversals",0.100441051477252,0.159817216322705,-1.27413712273424,2.54687939612062,0.0101010101010101,"Rejected",2010,28
"Average.Submissions.Attempted",0.0701594321018225,-0.136160905227004,-1.38324604913186,2.08796385859511,0.0101010101010101,"Rejected",2010,29
"Average.Opponent.Body.Strikes.Landed",-0.0418972990136711,-0.223829266837334,-1.01668932891916,2.09727130434424,0.0101010101010101,"Rejected",2010,30
"Average.Opponent.Total.Strikes.Attempted",-0.0709783049838852,0.0972442725751314,-1.79903132314358,1.26051341944991,0,"Rejected",2010,31
"Average.Body.Strikes.Landed",-0.100422453275348,-0.241097418393631,-1.45795819242462,1.15063048115107,0,"Rejected",2010,32
"Average.Significant.Strikes.Landed",-0.116083902491339,-0.207454790705065,-0.776669310652003,1.03178181185469,0,"Rejected",2010,33
"Average.Ground.Strikes.Landed",-0.13838882458306,-0.00027793134440468,-2.77220592494184,1.66682826119259,0,"Rejected",2010,34
"Average.Opponent.Significant.Strikes.Landed",-0.151204054280933,0.0097933217888065,-1.36942986106904,1.15496701532584,0,"Rejected",2010,35
"Average.Clinch.Attempts",-0.193675058041976,-0.188512848849182,-1.22537432234738,1.3921078953598,0,"Rejected",2010,36
"Average.Clinches.Landed",-0.271077070838031,-0.465746282023673,-0.962268734668532,1.86755044938582,0,"Rejected",2010,37
"Average.Body.Strikes.Attempted",-0.274536748888947,-0.472470136479813,-1.96237416727926,1.16999876706014,0,"Rejected",2010,38
"Average.Strike.Attempts.from.Distance",-0.285119022136453,0.131742050374733,-2.69319829855872,0.815462779927986,0,"Rejected",2010,39
"Average.Strikes.Landed.from.Distance",-0.440057351544663,-0.265766550215525,-2.05886364020063,0.699518109288031,0,"Rejected",2010,40
"Average.Opponent.Clinch.Attempts",-0.475041844292085,-0.481653789578073,-1.61420145301493,0.632254133681595,0,"Rejected",2010,41
"Average.Opponent.Strikes.Landed.from.Distance",-0.612576246970418,-0.673939579458823,-2.33125912757018,1.02075716238055,0,"Rejected",2010,42
"Average.Opponent.Submissions.Attempted",-0.61377902206792,-0.735500438153025,-1.69831729837285,0.596005894570947,0,"Rejected",2010,43
"Average.Opponent.Clinches.Landed",-0.679333743179456,-0.728717983947444,-2.88766168999238,1.21952592237336,0,"Rejected",2010,44
"Average.Opponent.Body.Strikes.Attempted",-0.695814479642843,-0.573743545581188,-2.4547244292478,0.455507129924916,0,"Rejected",2010,45
"Average.Opponent.Take.Downs.Landed",-0.71379709363682,-0.632517292100495,-1.8197666080788,0.0121939700509539,0,"Rejected",2010,46
"Average.Take.Down.Percentage",-0.864612462474127,-0.960856286165483,-2.76031841606132,0.895139932885005,0,"Rejected",2010,47
"Average.Reversals",-0.907755049408062,-1.01305689567761,-2.23142807517112,0.552258800812174,0,"Rejected",2010,48
"Average.Opponent.Head.Strikes.Landed",2.95798595715099,2.99138823142235,-1.01424874218273,7.55905618830139,0.464646464646465,"Tentative",2011,1
"Average.Head.Strikes.Landed",1.63078549601331,1.86735661581337,-2.44981968361366,6.27490771904694,0.252525252525253,"Rejected",2011,2
"Average.Opponent.Take.Down.Percentage",1.37443591471751,1.50330758274986,-0.490085055578152,2.61474122077025,0,"Rejected",2011,3
"Average.Opponent.Kockdowns",1.11778433854279,1.36249291608883,-0.216998351699036,2.26246155690996,0,"Rejected",2011,4
"Average.Passes.of.Guard",0.78533985417223,0.997440587211024,-0.886027709661963,2.25664782219174,0,"Rejected",2011,5
"Average.Strike.Attempts.from.Distance",0.578076707542017,0.87771887412099,-0.889014530980915,1.81692231179775,0,"Rejected",2011,6
"Average.Total.Strikes.Landed",0.531477290913701,0.768341218184058,-1.56825757402905,1.73878737944264,0,"Rejected",2011,7
"Average.Opponent.Reversals",0.44537322099109,0.657896841893888,-1.12885441884648,1.72561045265591,0,"Rejected",2011,8
"Average.Opponent.Passes.of.Guard",0.438062652843438,0.641441011114242,-1.85216359396758,1.45548117212322,0,"Rejected",2011,9
"Average.Total.Strikes.Attempted",0.383388435708754,0.336769029589308,-0.772283975237371,2.08949558698857,0,"Rejected",2011,10
"Average.Opponent.Head.Strikes.Attempted",0.382344503954086,0.496616913940557,-0.236852864817736,0.899989857772256,0,"Rejected",2011,11
"Average.Opponent.Strike.Attempts.from.Distance",0.301939396531242,0.200849460824598,-1.71049801527433,2.55514864778264,0,"Rejected",2011,12
"Average.Body.Strikes.Attempted",0.283671978188126,0.736878804117001,-2.9236594943079,1.84132276025118,0,"Rejected",2011,13
"Average.Opponent.Total.Strikes.Attempted",0.27416348378795,0.409198509777783,-1.06990418710794,1.92690796330945,0,"Rejected",2011,14
"Average.Opponent.Significant.Strikes.Attempted",0.250936644902697,0.286667895482658,-1.42538689135881,1.65675216126914,0,"Rejected",2011,15
"Average.Opponent.Significant.Strikes.Landed",0.170313871908199,-0.275698866387025,-0.736563138526525,2.29337990449572,0,"Rejected",2011,16
"Average.Opponent.Body.Strikes.Landed",0.145626921526616,0.0238653488294191,-1.83041064792794,1.68131777404998,0,"Rejected",2011,17
"Average.Take.Downs.Attempted",0.132949578050358,0.173956534999888,-1.54638346081657,1.82327796912557,0,"Rejected",2011,18
"Average.Ground.Strikes.Attempted",0.0892939296600097,0.356622989745946,-2.04587699925813,1.49970203056004,0,"Rejected",2011,19
"Average.Opponent.Leg.Strikes.Landed",0.0744247079692166,0.0637010160558026,-0.868024583447815,0.656813450939742,0,"Rejected",2011,20
"Average.Take.Down.Percentage",0.0283076352216479,-0.133285697743399,-0.665941757366267,0.942838688769337,0,"Rejected",2011,21
"Average.Take.Downs.Landed",-0.00184365679522423,0.0803267450720394,-1.472538956056,1.18912732904948,0,"Rejected",2011,22
"Average.Kockdowns",-0.0829526128588748,0.0567382384430424,-1.44800402538038,1.00248173196411,0,"Rejected",2011,23
"Average.Opponent.Take.Downs.Landed",-0.0923303885166635,-0.348535016633878,-1.45423144365599,1.76083226656851,0,"Rejected",2011,24
"Average.Body.Strikes.Landed",-0.15899517586822,-0.0723644158086699,-1.49779378827273,1.16415712206464,0,"Rejected",2011,25
"Average.Ground.Strikes.Landed",-0.213579580499985,-0.365432896535769,-1.62089688257317,1.15378808874525,0,"Rejected",2011,26
"Average.Opponent.Take.Downs.Attempted",-0.238580202217071,-0.68665539101547,-1.32036634888073,1.66092004309367,0,"Rejected",2011,27
"Average.Leg.Strikes.Attempted",-0.261753172527074,-0.0567933363941802,-1.85557595249765,1.04040606777,0,"Rejected",2011,28
"Average.Significant.Strikes.Attempted",-0.313390227864463,-0.144269605456591,-2.31185389345682,1.91400553366965,0,"Rejected",2011,29
"Average.Reversals",-0.346582506950576,-0.127690322885903,-2.8384493642821,1.89297689785608,0,"Rejected",2011,30
"Average.Strikes.Landed.from.Distance",-0.389167939626905,-0.65702045925344,-2.27590637122874,2.07087926775002,0,"Rejected",2011,31
"Average.Opponent.Total.Strikes.Landed",-0.420693203132074,-0.435368597956327,-2.01128414025444,1.14636030377023,0,"Rejected",2011,32
"Average.Significant.Strike.Percentage",-0.43655860965588,-0.46190635966876,-1.46324706888378,0.550462715319948,0,"Rejected",2011,33
"Average.Opponent.Body.Strikes.Attempted",-0.470621394169683,-0.736205176391763,-1.22010188716641,1.13549264767843,0,"Rejected",2011,34
"Average.Opponent.Clinch.Attempts",-0.5118000771483,-0.595507873365011,-1.71610791374484,0.654906543486387,0,"Rejected",2011,35
"Average.Submissions.Attempted",-0.546716727434498,-0.676489860370522,-1.85280412073519,1.20892472959673,0,"Rejected",2011,36
"Average.Opponent.Significant.Strike.Percentage",-0.584224148895791,-0.853635409902969,-2.71698653457122,1.6277730182904,0,"Rejected",2011,37
"Average.Clinches.Landed",-0.610068974803488,-0.708127584320937,-2.1593463713221,1.45800873516369,0,"Rejected",2011,38
"Average.Opponent.Ground.Strikes.Attempted",-0.652352947486402,-0.516905745993852,-1.97871858005029,1.0976071970096,0,"Rejected",2011,39
"Average.Significant.Strikes.Landed",-0.673758714810473,-0.931545009139502,-2.02335163970092,0.826101112486764,0,"Rejected",2011,40
"Average.Leg.Strikes.Landed",-0.802918997141932,-0.725494574840507,-2.94965429856136,1.94529560004474,0,"Rejected",2011,41
"Average.Clinch.Attempts",-0.810875353714014,-1.08674461767483,-2.10676888703841,2.18654084806426,0,"Rejected",2011,42
"Average.Opponent.Clinches.Landed",-0.829565431445685,-0.714904750769009,-2.2013199670216,0.23444395471272,0,"Rejected",2011,43
"Average.Head.Strikes.Attempted",-0.830824287288137,-0.613798347946091,-2.04290067013859,0.278630701005614,0,"Rejected",2011,44
"Average.Opponent.Strikes.Landed.from.Distance",-0.844185310029327,-0.791032502170219,-2.42166184302676,1.07828250834831,0,"Rejected",2011,45
"Average.Opponent.Leg.Strikes.Attempted",-1.08193845109986,-1.10686455847182,-3.36419208810385,0.605725741384702,0,"Rejected",2011,46
"Average.Opponent.Ground.Strikes.Landed",-1.16938903041723,-1.26639018647445,-2.30399078077911,0.12090471325234,0,"Rejected",2011,47
"Average.Opponent.Submissions.Attempted",-1.63433736627813,-1.55479118129594,-3.13341408594063,-0.777031168432373,0,"Rejected",2011,48
"Average.Opponent.Head.Strikes.Attempted",2.47738464521768,2.2757146285448,-0.936675269486202,6.99864123601167,0.260869565217391,"Rejected",2012,1
"Average.Opponent.Head.Strikes.Landed",0.970469527253977,0.710164499756679,-0.336349101446355,2.49202540258776,0,"Rejected",2012,2
"Average.Opponent.Take.Downs.Attempted",0.741084422891922,0.515992222046663,-0.823795006309499,2.95312874386861,0,"Rejected",2012,3
"Average.Total.Strikes.Landed",0.642798003268916,0.745546350020676,-0.881140394751765,2.23544400239242,0,"Rejected",2012,4
"Average.Reversals",0.576631256738918,0.88544412322133,-1.33509178081605,1.82636700694591,0,"Rejected",2012,5
"Average.Opponent.Strikes.Landed.from.Distance",0.395591727731003,0.372624049416866,-1.37938614520346,1.76877372573671,0,"Rejected",2012,6
"Average.Ground.Strikes.Attempted",0.295841588720901,0.127907480540364,-1.68503654607109,2.86777008558357,0,"Rejected",2012,7
"Average.Opponent.Clinch.Attempts",0.292671330174498,0.315500483240039,-1.68207895221224,1.7638293564488,0,"Rejected",2012,8
"Average.Total.Strikes.Attempted",0.280299246046171,0.298878623451545,-0.614095165804484,1.12822702111932,0,"Rejected",2012,9
"Average.Opponent.Passes.of.Guard",0.235787049322338,0.33344128091281,-0.769052331246861,1.07377033694791,0,"Rejected",2012,10
"Average.Ground.Strikes.Landed",0.21041706587339,0.0355124016418987,-0.444758784443907,1.08633986602913,0,"Rejected",2012,11
"Average.Opponent.Significant.Strike.Percentage",0.148748952862597,-0.279736817289249,-0.821617431837944,1.83698247415418,0,"Rejected",2012,12
"Average.Opponent.Significant.Strikes.Attempted",-0.0388238093824874,-0.174349302582175,-2.08376490202079,1.92926235385267,0,"Rejected",2012,13
"Average.Head.Strikes.Landed",-0.0443271002488963,-0.132213470081837,-1.46462809408107,1.06936081429832,0,"Rejected",2012,14
"Average.Opponent.Body.Strikes.Landed",-0.0446546127983694,-0.501500126949761,-0.738019062999379,1.87195517457995,0,"Rejected",2012,15
"Average.Opponent.Total.Strikes.Landed",-0.100667426421696,0.0928873796938331,-2.60744304601582,1.69370196298289,0,"Rejected",2012,16
"Average.Body.Strikes.Attempted",-0.225578078483824,0.0638817865284871,-1.5362067685259,0.858449250377491,0,"Rejected",2012,17
"Average.Take.Down.Percentage",-0.249750462378989,-0.323290861591583,-1.21587363332276,0.654814381905816,0,"Rejected",2012,18
"Average.Opponent.Ground.Strikes.Attempted",-0.285538569098115,-0.21220952943557,-2.38690919290984,1.14273737141379,0,"Rejected",2012,19
"Average.Passes.of.Guard",-0.297094317371551,-0.306718769583475,-2.70330075619237,2.36321359853823,0,"Rejected",2012,20
"Average.Significant.Strikes.Attempted",-0.302248504542792,-0.0797886467002759,-1.75433936720456,0.691564960054293,0,"Rejected",2012,21
"Average.Opponent.Total.Strikes.Attempted",-0.320426009721892,-0.268504069720513,-2.23807632932924,0.975013963824327,0,"Rejected",2012,22
"Average.Opponent.Clinches.Landed",-0.323554549443845,-1.01305606251066,-1.86586013502614,1.6881430099101,0,"Rejected",2012,23
"Average.Opponent.Significant.Strikes.Landed",-0.370341327115024,0.295514171731446,-2.27064818040016,0.926331909704182,0,"Rejected",2012,24
"Average.Strike.Attempts.from.Distance",-0.450760983768862,-0.3370404369861,-2.76210231961261,0.684511530579863,0,"Rejected",2012,25
"Average.Kockdowns",-0.469714943098637,-0.173860446229503,-1.86161730822327,0.434352551615859,0,"Rejected",2012,26
"Average.Opponent.Body.Strikes.Attempted",-0.517044114553484,-0.579670299926072,-1.90849142596036,0.291492752371812,0,"Rejected",2012,27
"Average.Significant.Strikes.Landed",-0.594835776347817,-1.07915437450636,-1.97383870128663,1.83316720926812,0,"Rejected",2012,28
"Average.Body.Strikes.Landed",-0.619895972610169,-0.643690081814336,-2.12231926726549,0.891832990841348,0,"Rejected",2012,29
"Average.Clinch.Attempts",-0.625459236371759,-0.883891306480501,-1.50609524329105,0.682950978683314,0,"Rejected",2012,30
"Average.Leg.Strikes.Attempted",-0.637381387947866,-0.391803761735193,-2.21423991903646,0.599811048820448,0,"Rejected",2012,31
"Average.Take.Downs.Attempted",-0.643415071173215,-0.413884351863837,-2.74989173271988,0.610609178920428,0,"Rejected",2012,32
"Average.Opponent.Ground.Strikes.Landed",-0.654745464078298,-0.599341031603989,-1.614903845356,0.246085899407428,0,"Rejected",2012,33
"Average.Opponent.Kockdowns",-0.678502435962499,-0.468531609312762,-2.07746793720124,0.668462946379899,0,"Rejected",2012,34
"Average.Opponent.Leg.Strikes.Landed",-0.721089925594461,-0.786864105268208,-1.44425030079224,0.265878393080461,0,"Rejected",2012,35
"Average.Take.Downs.Landed",-0.75159322603467,-0.882593959366603,-2.36703125448083,1.50395040423321,0,"Rejected",2012,36
"Average.Opponent.Reversals",-0.75556913155807,-1.04455832284173,-2.54418569578362,2.15367892227632,0,"Rejected",2012,37
"Average.Strikes.Landed.from.Distance",-0.761326805541876,-0.76114064351121,-2.5912410316366,1.00522969267621,0,"Rejected",2012,38
"Average.Opponent.Take.Downs.Landed",-0.799108561782795,-0.861991489450859,-1.92069839965057,1.15825514358795,0,"Rejected",2012,39
"Average.Head.Strikes.Attempted",-0.811326998735457,-0.949044540111173,-1.996542153603,0.570113347418802,0,"Rejected",2012,40
"Average.Opponent.Leg.Strikes.Attempted",-0.851934293330237,-0.98078351963502,-2.29321138545429,1.06152580785517,0,"Rejected",2012,41
"Average.Leg.Strikes.Landed",-0.898331290742756,-0.726383941848661,-2.33359554173612,0.0394133383018014,0,"Rejected",2012,42
"Average.Clinches.Landed",-0.910042125892842,-1.22088212065611,-2.31443760576599,0.565298655921617,0,"Rejected",2012,43
"Average.Opponent.Strike.Attempts.from.Distance",-0.93556094657336,-0.753392990842799,-4.04358410522731,2.15094546842092,0.0217391304347826,"Rejected",2012,44
"Average.Submissions.Attempted",-0.949681248716221,-1.18584923141007,-2.45426135847309,0.698194724490432,0,"Rejected",2012,45
"Average.Significant.Strike.Percentage",-0.975611390745661,-1.05840246969819,-2.54035931387696,0.828226135337586,0,"Rejected",2012,46
"Average.Opponent.Submissions.Attempted",-1.0421543522506,-0.813453571899393,-3.4794983347144,0.754425498138744,0,"Rejected",2012,47
"Average.Opponent.Take.Down.Percentage",-1.22973953513376,-1.15849625070154,-2.75898492673552,0.118679223303355,0,"Rejected",2012,48
"Average.Significant.Strikes.Landed",5.1299983955455,4.71457971163275,0.775764006993311,9.66851745232356,0.838383838383838,"Confirmed",2013,1
"Average.Opponent.Significant.Strike.Percentage",3.28331367322961,3.14461570964335,-1.56238376554869,8.23844298650155,0.535353535353535,"Tentative",2013,2
"Average.Opponent.Ground.Strikes.Landed",2.36880179521844,2.33661828656496,-2.30052840409031,6.60072126621869,0.353535353535354,"Tentative",2013,3
"Average.Opponent.Ground.Strikes.Attempted",1.75146088000975,1.75799785678224,0.541165039357058,3.03991339844708,0,"Rejected",2013,4
"Average.Head.Strikes.Landed",1.35583874108881,1.73178491720931,-0.50567732268507,2.38741315637626,0,"Rejected",2013,5
"Average.Opponent.Body.Strikes.Attempted",1.22374776672203,1.1395035318921,-0.596250882159644,3.92168728243721,0.0505050505050505,"Rejected",2013,6
"Average.Strikes.Landed.from.Distance",1.2190468239999,0.997129287362178,-0.179967183861443,3.30523124199508,0.0303030303030303,"Rejected",2013,7
"Average.Opponent.Significant.Strikes.Landed",0.93237375971943,1.32952669506632,-1.79780985939193,2.44701634006852,0,"Rejected",2013,8
"Average.Take.Downs.Landed",0.923081700294139,1.08282379919047,-1.83268485517814,2.83451288135383,0.0303030303030303,"Rejected",2013,9
"Average.Opponent.Take.Down.Percentage",0.889792280466277,0.929353159286016,-0.584443177643075,2.42301427288773,0,"Rejected",2013,10
"Average.Opponent.Passes.of.Guard",0.80272847551287,0.456176027098854,-0.717484837739966,2.61374906432498,0.0101010101010101,"Rejected",2013,11
"Average.Opponent.Reversals",0.774321987487337,0.933870908851146,-0.766577642827693,2.80800922724151,0,"Rejected",2013,12
"Average.Take.Downs.Attempted",0.665446043177893,0.336209089191345,-0.232102185039333,2.09859381377159,0,"Rejected",2013,13
"Average.Opponent.Total.Strikes.Landed",0.560370230799945,0.3918851763623,0.0215446414581717,1.65211902630868,0,"Rejected",2013,14
"Average.Leg.Strikes.Attempted",0.495849305541968,0.628800457016034,-1.32046169156883,1.69327685632504,0,"Rejected",2013,15
"Average.Reversals",0.489887314436857,0.448385612318153,-1.35689671776301,2.40948922976507,0.0101010101010101,"Rejected",2013,16
"Average.Take.Down.Percentage",0.42777811404764,0.398484071518188,-0.941309282512358,2.39745832199093,0,"Rejected",2013,17
"Average.Body.Strikes.Attempted",0.326609812305988,0.308628933132868,-1.95225986936932,2.05311980492556,0,"Rejected",2013,18
"Average.Leg.Strikes.Landed",0.31796541493676,0.298869990762807,-0.711729724558604,1.3224462405059,0,"Rejected",2013,19
"Average.Significant.Strike.Percentage",0.108025402316648,0.327799454674374,-1.55525390265389,0.823357849335881,0,"Rejected",2013,20
"Average.Opponent.Take.Downs.Landed",0.0702178209291589,-0.129254839372329,-1.03779630580005,1.79334936202673,0,"Rejected",2013,21
"Average.Significant.Strikes.Attempted",0.0664969857342234,0.0898504258714258,-0.748352834886705,1.28237593457474,0,"Rejected",2013,22
"Average.Ground.Strikes.Attempted",0.0194394469183224,0.221454730890199,-0.953781034188086,0.79545713515384,0,"Rejected",2013,23
"Average.Head.Strikes.Attempted",-0.0191850037195886,0.269635771392615,-2.31453782258918,1.71788607156886,0.0101010101010101,"Rejected",2013,24
"Average.Clinches.Landed",-0.0275569461504561,-0.0918196336685054,-1.44807663263786,1.23987122693625,0,"Rejected",2013,25
"Average.Opponent.Kockdowns",-0.0409321762890213,-0.226255126537842,-0.947173640540495,1.87800646247755,0,"Rejected",2013,26
"Average.Kockdowns",-0.0882903390213939,0.0218426232698133,-1.49427495882446,1.57919423690727,0.0101010101010101,"Rejected",2013,27
